Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	translate	generate1	generate2	responsesForQuestionnaire	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
fsh-generated/resources/StructureDefinition-onco-bortezomib-questionnaire.json	24096	2	0	26	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	276	387	0	0	0	0	8	0	1
fsh-generated/resources/StructureDefinition-onco-daratumumab-questionnaire.json	22704	2	0	30	0	0	0	0	0	18	0	0	0	0	0	0	0	1	0	0	0	311	294	0	0	0	0	9	0	1
fsh-generated/resources/StructureDefinition-onco-fulvestrant-questionnaire.json	20220	2	0	30	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	249	344	0	0	0	0	6	1	0
fsh-generated/resources/StructureDefinition-onco-trastuzumab-questionnaire.json	27452	2	0	35	0	0	0	0	0	21	0	0	0	0	0	0	0	1	0	0	0	319	400	0	0	0	0	8	0	1
fsh-generated/resources/StructureDefinition-opat-continuous-infusion-questionnaire.json	37085	3	0	38	0	0	0	0	0	30	0	0	0	0	0	0	0	1	0	0	0	432	394	0	0	0	0	10	0	1
fsh-generated/resources/StructureDefinition-opat-short-iv-questionnaire.json	34236	3	0	37	0	0	0	0	0	41	0	0	1	0	0	0	0	0	0	0	0	399	339	0	0	1	0	9	0	1
fsh-generated/resources/StructureDefinition-painkiller-usage-observation.json	1288	1	0	26	0	0	0	0	0	15	0	0	0	0	0	0	0	1	0	0	0	169	447	0	0	0	0	7	0	1
fsh-generated/resources/StructureDefinition-stool-observation.json	1599	1	0	22	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	174	312	0	0	0	0	6	0	1
fsh-generated/resources/StructureDefinition-surgical-wound-pain-observation.json	1346	1	0	21	0	0	0	0	0	11	0	0	0	0	0	0	0	1	0	0	0	168	441	0	0	0	0	5	0	0
fsh-generated/resources/StructureDefinition-wexner-ccis-score-observation.json	1621	1	0	19	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	203	321	0	0	0	0	6	0	1
